Station;Date;Annee;Cle;Mois;Jour;Saison;Partenaire;Province;Bassin
QU02OB9004;2019-10-09T00:00:00Z;2019;QU02OB9004_2019-10-09 00:00:00;10;9;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2019-11-04T00:00:00Z;2019;QU02OB9004_2019-11-04 00:00:00;11;4;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2019-12-05T00:00:00Z;2019;QU02OB9004_2019-12-05 00:00:00;12;5;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2017-01-19T10:50:00Z;2017;QU02OD9009_2017-01-19 10:50:00;1;19;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2017-02-16T11:00:00Z;2017;QU02OD9009_2017-02-16 11:00:00;2;16;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2017-03-16T10:45:00Z;2017;QU02OD9009_2017-03-16 10:45:00;3;16;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2017-04-10T10:45:00Z;2017;QU02OD9009_2017-04-10 10:45:00;4;10;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2017-05-16T09:30:00Z;2017;QU02OD9009_2017-05-16 09:30:00;5;16;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2017-06-05T11:05:00Z;2017;QU02OD9009_2017-06-05 11:05:00;6;5;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2017-07-13T10:00:00Z;2017;QU02OD9009_2017-07-13 10:00:00;7;13;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2017-08-07T09:45:00Z;2017;QU02OD9009_2017-08-07 09:45:00;8;7;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2017-09-28T10:00:00Z;2017;QU02OD9009_2017-09-28 10:00:00;9;28;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2017-10-16T09:30:00Z;2017;QU02OD9009_2017-10-16 09:30:00;10;16;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2017-11-08T09:20:00Z;2017;QU02OD9009_2017-11-08 09:20:00;11;8;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2017-12-11T09:20:00Z;2017;QU02OD9009_2017-12-11 09:20:00;12;11;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2018-01-15T10:00:00Z;2018;QU02OD9009_2018-01-15 10:00:00;1;15;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2018-02-05T09:35:00Z;2018;QU02OD9009_2018-02-05 09:35:00;2;5;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2018-03-19T09:20:00Z;2018;QU02OD9009_2018-03-19 09:20:00;3;19;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2018-04-09T09:35:00Z;2018;QU02OD9009_2018-04-09 09:35:00;4;9;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2018-05-01T10:15:00Z;2018;QU02OD9009_2018-05-01 10:15:00;5;1;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2018-06-11T10:06:00Z;2018;QU02OD9009_2018-06-11 10:06:00;6;11;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2018-07-25T10:00:00Z;2018;QU02OD9009_2018-07-25 10:00:00;7;25;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2018-08-14T12:15:00Z;2018;QU02OD9009_2018-08-14 12:15:00;8;14;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2018-09-17T09:50:00Z;2018;QU02OD9009_2018-09-17 09:50:00;9;17;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2018-10-17T09:50:00Z;2018;QU02OD9009_2018-10-17 09:50:00;10;17;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2018-11-13T09:45:00Z;2018;QU02OD9009_2018-11-13 09:45:00;11;13;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2018-12-06T09:30:00Z;2018;QU02OD9009_2018-12-06 09:30:00;12;6;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-01-14T00:00:00Z;2019;QU02OD9009_2019-01-14 00:00:00;1;14;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-02-11T00:00:00Z;2019;QU02OD9009_2019-02-11 00:00:00;2;11;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-03-11T00:00:00Z;2019;QU02OD9009_2019-03-11 00:00:00;3;11;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-04-08T00:00:00Z;2019;QU02OD9009_2019-04-08 00:00:00;4;8;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-05-13T00:00:00Z;2019;QU02OD9009_2019-05-13 00:00:00;5;13;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-06-17T00:00:00Z;2019;QU02OD9009_2019-06-17 00:00:00;6;17;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-07-15T00:00:00Z;2019;QU02OD9009_2019-07-15 00:00:00;7;15;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-08-19T00:00:00Z;2019;QU02OD9009_2019-08-19 00:00:00;8;19;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-08-27T00:00:00Z;2019;QU02OD9009_2019-08-27 00:00:00;8;27;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-09-23T00:00:00Z;2019;QU02OD9009_2019-09-23 00:00:00;9;23;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-10-21T00:00:00Z;2019;QU02OD9009_2019-10-21 00:00:00;10;21;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-11-20T00:00:00Z;2019;QU02OD9009_2019-11-20 00:00:00;11;20;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OD9009;2019-12-09T00:00:00Z;2019;QU02OD9009_2019-12-09 00:00:00;12;9;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2017-01-24T09:40:00Z;2017;QU02OJ0052_2017-01-24 09:40:00;1;24;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2017-02-21T09:15:00Z;2017;QU02OJ0052_2017-02-21 09:15:00;2;21;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2017-03-22T10:10:00Z;2017;QU02OJ0052_2017-03-22 10:10:00;3;22;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2017-04-05T09:20:00Z;2017;QU02OJ0052_2017-04-05 09:20:00;4;5;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2017-05-08T12:55:00Z;2017;QU02OJ0052_2017-05-08 12:55:00;5;8;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2017-06-13T09:20:00Z;2017;QU02OJ0052_2017-06-13 09:20:00;6;13;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2017-07-26T09:20:00Z;2017;QU02OJ0052_2017-07-26 09:20:00;7;26;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2017-08-23T09:05:00Z;2017;QU02OJ0052_2017-08-23 09:05:00;8;23;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2017-09-25T09:15:00Z;2017;QU02OJ0052_2017-09-25 09:15:00;9;25;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2017-10-18T09:00:00Z;2017;QU02OJ0052_2017-10-18 09:00:00;10;18;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2017-11-14T09:40:00Z;2017;QU02OJ0052_2017-11-14 09:40:00;11;14;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2017-12-14T09:30:00Z;2017;QU02OJ0052_2017-12-14 09:30:00;12;14;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2018-01-10T09:00:00Z;2018;QU02OJ0052_2018-01-10 09:00:00;1;10;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2018-02-06T09:00:00Z;2018;QU02OJ0052_2018-02-06 09:00:00;2;6;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2018-03-13T09:40:00Z;2018;QU02OJ0052_2018-03-13 09:40:00;3;13;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2018-04-12T10:10:00Z;2018;QU02OJ0052_2018-04-12 10:10:00;4;12;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2018-05-02T08:55:00Z;2018;QU02OJ0052_2018-05-02 08:55:00;5;2;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2018-06-05T09:45:00Z;2018;QU02OJ0052_2018-06-05 09:45:00;6;5;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2018-07-23T09:20:00Z;2018;QU02OJ0052_2018-07-23 09:20:00;7;23;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2018-08-06T09:30:00Z;2018;QU02OJ0052_2018-08-06 09:30:00;8;6;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2018-09-05T11:20:00Z;2018;QU02OJ0052_2018-09-05 11:20:00;9;5;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2018-10-18T08:40:00Z;2018;QU02OJ0052_2018-10-18 08:40:00;10;18;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2018-11-06T09:00:00Z;2018;QU02OJ0052_2018-11-06 09:00:00;11;6;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2018-12-04T08:55:00Z;2018;QU02OJ0052_2018-12-04 08:55:00;12;4;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2019-01-08T00:00:00Z;2019;QU02OJ0052_2019-01-08 00:00:00;1;8;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2019-02-05T00:00:00Z;2019;QU02OJ0052_2019-02-05 00:00:00;2;5;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2019-03-06T00:00:00Z;2019;QU02OJ0052_2019-03-06 00:00:00;3;6;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2019-04-09T00:00:00Z;2019;QU02OJ0052_2019-04-09 00:00:00;4;9;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2019-05-06T00:00:00Z;2019;QU02OJ0052_2019-05-06 00:00:00;5;6;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2019-06-12T00:00:00Z;2019;QU02OJ0052_2019-06-12 00:00:00;6;12;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2019-07-10T00:00:00Z;2019;QU02OJ0052_2019-07-10 00:00:00;7;10;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2019-08-07T00:00:00Z;2019;QU02OJ0052_2019-08-07 00:00:00;8;7;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2019-09-24T00:00:00Z;2019;QU02OJ0052_2019-09-24 00:00:00;9;24;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2019-10-22T00:00:00Z;2019;QU02OJ0052_2019-10-22 00:00:00;10;22;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2019-11-07T00:00:00Z;2019;QU02OJ0052_2019-11-07 00:00:00;11;7;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OJ0052;2019-12-11T00:00:00Z;2019;QU02OJ0052_2019-12-11 00:00:00;12;11;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-01-25T09:00:00Z;2017;QU02PH9024_2017-01-25 09:00:00;1;25;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-02-22T07:30:00Z;2017;QU02PH9024_2017-02-22 07:30:00;2;22;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-03-23T07:25:00Z;2017;QU02PH9024_2017-03-23 07:25:00;3;23;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-04-12T12:25:00Z;2017;QU02PH9024_2017-04-12 12:25:00;4;12;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-04-25T11:15:00Z;2017;QU02PH9024_2017-04-25 11:15:00;4;25;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-05-09T11:15:00Z;2017;QU02PH9024_2017-05-09 11:15:00;5;9;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-05-24T10:45:00Z;2017;QU02PH9024_2017-05-24 10:45:00;5;24;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-06-07T11:00:00Z;2017;QU02PH9024_2017-06-07 11:00:00;6;7;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-06-21T09:15:00Z;2017;QU02PH9024_2017-06-21 09:15:00;6;21;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-07-06T10:30:00Z;2017;QU02PH9024_2017-07-06 10:30:00;7;6;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-07-19T07:45:00Z;2017;QU02PH9024_2017-07-19 07:45:00;7;19;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-08-02T08:00:00Z;2017;QU02PH9024_2017-08-02 08:00:00;8;2;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-08-17T07:30:00Z;2017;QU02PH9024_2017-08-17 07:30:00;8;17;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-09-21T12:45:00Z;2017;QU02PH9024_2017-09-21 12:45:00;9;21;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-10-10T15:20:00Z;2017;QU02PH9024_2017-10-10 15:20:00;10;10;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-11-15T08:30:00Z;2017;QU02PH9024_2017-11-15 08:30:00;11;15;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2017-12-18T10:50:00Z;2017;QU02PH9024_2017-12-18 10:50:00;12;18;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-01-11T06:20:00Z;2018;QU02PH9024_2018-01-11 06:20:00;1;11;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-02-20T13:50:00Z;2018;QU02PH9024_2018-02-20 13:50:00;2;20;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-03-15T10:40:00Z;2018;QU02PH9024_2018-03-15 10:40:00;3;15;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-04-11T08:10:00Z;2018;QU02PH9024_2018-04-11 08:10:00;4;11;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-04-25T07:35:00Z;2018;QU02PH9024_2018-04-25 07:35:00;4;25;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-05-15T12:00:00Z;2018;QU02PH9024_2018-05-15 12:00:00;5;15;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-05-29T12:00:00Z;2018;QU02PH9024_2018-05-29 12:00:00;5;29;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-06-14T12:30:00Z;2018;QU02PH9024_2018-06-14 12:30:00;6;14;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-06-26T10:55:00Z;2018;QU02PH9024_2018-06-26 10:55:00;6;26;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-07-12T11:45:00Z;2018;QU02PH9024_2018-07-12 11:45:00;7;12;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-07-26T11:45:00Z;2018;QU02PH9024_2018-07-26 11:45:00;7;26;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-08-07T07:45:00Z;2018;QU02PH9024_2018-08-07 07:45:00;8;7;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-08-21T08:10:00Z;2018;QU02PH9024_2018-08-21 08:10:00;8;21;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-09-19T07:45:00Z;2018;QU02PH9024_2018-09-19 07:45:00;9;19;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-10-22T10:35:00Z;2018;QU02PH9024_2018-10-22 10:35:00;10;22;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-11-14T14:25:00Z;2018;QU02PH9024_2018-11-14 14:25:00;11;14;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2018-12-05T10:05:00Z;2018;QU02PH9024_2018-12-05 10:05:00;12;5;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-01-17T00:00:00Z;2019;QU02PH9024_2019-01-17 00:00:00;1;17;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-02-12T00:00:00Z;2019;QU02PH9024_2019-02-12 00:00:00;2;12;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-03-12T00:00:00Z;2019;QU02PH9024_2019-03-12 00:00:00;3;12;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-04-03T00:00:00Z;2019;QU02PH9024_2019-04-03 00:00:00;4;3;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-04-16T00:00:00Z;2019;QU02PH9024_2019-04-16 00:00:00;4;16;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-05-01T00:00:00Z;2019;QU02PH9024_2019-05-01 00:00:00;5;1;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-05-15T00:00:00Z;2019;QU02PH9024_2019-05-15 00:00:00;5;15;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-06-12T00:00:00Z;2019;QU02PH9024_2019-06-12 00:00:00;6;12;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-06-27T00:00:00Z;2019;QU02PH9024_2019-06-27 00:00:00;6;27;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-07-11T00:00:00Z;2019;QU02PH9024_2019-07-11 00:00:00;7;11;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-07-25T00:00:00Z;2019;QU02PH9024_2019-07-25 00:00:00;7;25;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-08-08T00:00:00Z;2019;QU02PH9024_2019-08-08 00:00:00;8;8;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-08-21T00:00:00Z;2019;QU02PH9024_2019-08-21 00:00:00;8;21;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-09-25T00:00:00Z;2019;QU02PH9024_2019-09-25 00:00:00;9;25;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-10-23T00:00:00Z;2019;QU02PH9024_2019-10-23 00:00:00;10;23;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-11-13T00:00:00Z;2019;QU02PH9024_2019-11-13 00:00:00;11;13;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02PH9024;2019-12-10T00:00:00Z;2019;QU02PH9024_2019-12-10 00:00:00;12;10;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2017-01-09T00:00:00Z;2017;02330001_2017-01-09 00:00:00;1;9;Winter;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2017-02-06T00:00:00Z;2017;02330001_2017-02-06 00:00:00;2;6;Winter;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2017-03-06T00:00:00Z;2017;02330001_2017-03-06 00:00:00;3;6;Spring;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2017-04-03T00:00:00Z;2017;02330001_2017-04-03 00:00:00;4;3;Spring;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2017-05-08T00:00:00Z;2017;02330001_2017-05-08 00:00:00;5;8;Spring;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2017-06-05T00:00:00Z;2017;02330001_2017-06-05 00:00:00;6;5;Summer;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2017-08-06T00:00:00Z;2017;02330001_2017-08-06 00:00:00;8;6;Summer;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2017-10-01T00:00:00Z;2017;02330001_2017-10-01 00:00:00;10;1;Fall;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2017-11-06T00:00:00Z;2017;02330001_2017-11-06 00:00:00;11;6;Fall;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2017-12-04T00:00:00Z;2017;02330001_2017-12-04 00:00:00;12;4;Winter;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2018-01-08T00:00:00Z;2018;02330001_2018-01-08 00:00:00;1;8;Winter;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2018-03-05T00:00:00Z;2018;02330001_2018-03-05 00:00:00;3;5;Spring;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2018-04-02T00:00:00Z;2018;02330001_2018-04-02 00:00:00;4;2;Spring;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2018-05-08T00:00:00Z;2018;02330001_2018-05-08 00:00:00;5;8;Spring;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2018-06-04T00:00:00Z;2018;02330001_2018-06-04 00:00:00;6;4;Summer;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2018-07-03T00:00:00Z;2018;02330001_2018-07-03 00:00:00;7;3;Summer;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2018-08-08T00:00:00Z;2018;02330001_2018-08-08 00:00:00;8;8;Summer;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2018-09-03T00:00:00Z;2018;02330001_2018-09-03 00:00:00;9;3;Fall;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2018-10-01T00:00:00Z;2018;02330001_2018-10-01 00:00:00;10;1;Fall;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2018-11-04T00:00:00Z;2018;02330001_2018-11-04 00:00:00;11;4;Fall;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2018-12-03T00:00:00Z;2018;02330001_2018-12-03 00:00:00;12;3;Winter;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2019-01-14T00:00:00Z;2019;02330001_2019-01-14 00:00:00;1;14;Winter;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2019-02-04T00:00:00Z;2019;02330001_2019-02-04 00:00:00;2;4;Winter;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2019-03-04T00:00:00Z;2019;02330001_2019-03-04 00:00:00;3;4;Spring;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2019-04-08T00:00:00Z;2019;02330001_2019-04-08 00:00:00;4;8;Spring;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2019-05-07T00:00:00Z;2019;02330001_2019-05-07 00:00:00;5;7;Spring;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2019-06-04T00:00:00Z;2019;02330001_2019-06-04 00:00:00;6;4;Summer;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
02330001;2019-07-08T00:00:00Z;2019;02330001_2019-07-08 00:00:00;7;8;Summer;QC-Prov;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
