Station;Date;Annee;Cle;Mois;Jour;Saison;Partenaire;Province;Bassin
QU02OG3007;2019-08-06T00:00:00Z;2019;QU02OG3007_2019-08-06 00:00:00;8;6;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OG3007;2019-08-12T00:00:00Z;2019;QU02OG3007_2019-08-12 00:00:00;8;12;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OG3007;2019-08-20T00:00:00Z;2019;QU02OG3007_2019-08-20 00:00:00;8;20;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OG3007;2019-08-27T00:00:00Z;2019;QU02OG3007_2019-08-27 00:00:00;8;27;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OG3007;2019-09-03T00:00:00Z;2019;QU02OG3007_2019-09-03 00:00:00;9;3;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OG3007;2019-09-10T00:00:00Z;2019;QU02OG3007_2019-09-10 00:00:00;9;10;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OG3007;2019-09-17T00:00:00Z;2019;QU02OG3007_2019-09-17 00:00:00;9;17;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-01-26T11:20:00Z;2017;QU02LB9001_2017-01-26 11:20:00;1;26;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-02-23T10:30:00Z;2017;QU02LB9001_2017-02-23 10:30:00;2;23;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-03-21T10:00:00Z;2017;QU02LB9001_2017-03-21 10:00:00;3;21;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-04-03T09:40:00Z;2017;QU02LB9001_2017-04-03 09:40:00;4;3;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-04-20T10:00:00Z;2017;QU02LB9001_2017-04-20 10:00:00;4;20;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-05-10T09:50:00Z;2017;QU02LB9001_2017-05-10 09:50:00;5;10;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-05-29T09:15:00Z;2017;QU02LB9001_2017-05-29 09:15:00;5;29;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-06-28T09:40:00Z;2017;QU02LB9001_2017-06-28 09:40:00;6;28;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-07-24T09:55:00Z;2017;QU02LB9001_2017-07-24 09:55:00;7;24;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-08-22T09:35:00Z;2017;QU02LB9001_2017-08-22 09:35:00;8;22;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-09-14T09:45:00Z;2017;QU02LB9001_2017-09-14 09:45:00;9;14;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-10-17T09:25:00Z;2017;QU02LB9001_2017-10-17 09:25:00;10;17;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-11-06T09:35:00Z;2017;QU02LB9001_2017-11-06 09:35:00;11;6;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2017-12-12T11:00:00Z;2017;QU02LB9001_2017-12-12 11:00:00;12;12;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-01-09T10:05:00Z;2018;QU02LB9001_2018-01-09 10:05:00;1;9;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-02-12T10:30:00Z;2018;QU02LB9001_2018-02-12 10:30:00;2;12;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-03-14T09:45:00Z;2018;QU02LB9001_2018-03-14 09:45:00;3;14;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-04-10T10:00:00Z;2018;QU02LB9001_2018-04-10 10:00:00;4;10;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-04-26T10:15:00Z;2018;QU02LB9001_2018-04-26 10:15:00;4;26;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-05-17T09:30:00Z;2018;QU02LB9001_2018-05-17 09:30:00;5;17;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-05-30T10:10:00Z;2018;QU02LB9001_2018-05-30 10:10:00;5;30;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-06-19T10:20:00Z;2018;QU02LB9001_2018-06-19 10:20:00;6;19;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-07-30T10:45:00Z;2018;QU02LB9001_2018-07-30 10:45:00;7;30;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-08-20T10:40:00Z;2018;QU02LB9001_2018-08-20 10:40:00;8;20;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-09-04T09:55:00Z;2018;QU02LB9001_2018-09-04 09:55:00;9;4;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-10-15T10:10:00Z;2018;QU02LB9001_2018-10-15 10:10:00;10;15;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-11-08T09:05:00Z;2018;QU02LB9001_2018-11-08 09:05:00;11;8;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2018-12-11T10:30:00Z;2018;QU02LB9001_2018-12-11 10:30:00;12;11;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-01-16T00:00:00Z;2019;QU02LB9001_2019-01-16 00:00:00;1;16;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-02-07T00:00:00Z;2019;QU02LB9001_2019-02-07 00:00:00;2;7;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-03-14T00:00:00Z;2019;QU02LB9001_2019-03-14 00:00:00;3;14;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-04-02T00:00:00Z;2019;QU02LB9001_2019-04-02 00:00:00;4;2;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-04-17T00:00:00Z;2019;QU02LB9001_2019-04-17 00:00:00;4;17;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-05-02T00:00:00Z;2019;QU02LB9001_2019-05-02 00:00:00;5;2;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-05-14T00:00:00Z;2019;QU02LB9001_2019-05-14 00:00:00;5;14;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-06-10T00:00:00Z;2019;QU02LB9001_2019-06-10 00:00:00;6;10;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-07-17T00:00:00Z;2019;QU02LB9001_2019-07-17 00:00:00;7;17;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-08-15T00:00:00Z;2019;QU02LB9001_2019-08-15 00:00:00;8;15;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-09-16T00:00:00Z;2019;QU02LB9001_2019-09-16 00:00:00;9;16;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-10-07T00:00:00Z;2019;QU02LB9001_2019-10-07 00:00:00;10;7;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-11-05T00:00:00Z;2019;QU02LB9001_2019-11-05 00:00:00;11;5;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02LB9001;2019-12-03T00:00:00Z;2019;QU02LB9001_2019-12-03 00:00:00;12;3;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2017-01-19T10:00:00Z;2017;QU02NG3013_2017-01-19 10:00:00;1;19;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2017-02-16T10:15:00Z;2017;QU02NG3013_2017-02-16 10:15:00;2;16;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2017-03-16T09:10:00Z;2017;QU02NG3013_2017-03-16 09:10:00;3;16;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2017-04-10T10:05:00Z;2017;QU02NG3013_2017-04-10 10:05:00;4;10;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2017-05-16T10:10:00Z;2017;QU02NG3013_2017-05-16 10:10:00;5;16;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2017-06-01T08:45:00Z;2017;QU02NG3013_2017-06-01 08:45:00;6;1;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2017-07-13T10:35:00Z;2017;QU02NG3013_2017-07-13 10:35:00;7;13;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2017-08-07T10:25:00Z;2017;QU02NG3013_2017-08-07 10:25:00;8;7;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2017-09-28T10:45:00Z;2017;QU02NG3013_2017-09-28 10:45:00;9;28;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2017-10-16T10:10:00Z;2017;QU02NG3013_2017-10-16 10:10:00;10;16;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2017-11-08T10:00:00Z;2017;QU02NG3013_2017-11-08 10:00:00;11;8;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2017-12-11T10:00:00Z;2017;QU02NG3013_2017-12-11 10:00:00;12;11;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2018-01-15T10:40:00Z;2018;QU02NG3013_2018-01-15 10:40:00;1;15;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2018-02-05T10:20:00Z;2018;QU02NG3013_2018-02-05 10:20:00;2;5;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2018-03-19T10:00:00Z;2018;QU02NG3013_2018-03-19 10:00:00;3;19;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2018-04-09T10:20:00Z;2018;QU02NG3013_2018-04-09 10:20:00;4;9;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2018-05-01T10:50:00Z;2018;QU02NG3013_2018-05-01 10:50:00;5;1;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2018-06-11T10:55:00Z;2018;QU02NG3013_2018-06-11 10:55:00;6;11;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2018-07-24T09:00:00Z;2018;QU02NG3013_2018-07-24 09:00:00;7;24;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2018-08-28T09:05:00Z;2018;QU02NG3013_2018-08-28 09:05:00;8;28;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2018-09-17T10:25:00Z;2018;QU02NG3013_2018-09-17 10:25:00;9;17;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2018-10-17T10:40:00Z;2018;QU02NG3013_2018-10-17 10:40:00;10;17;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2018-11-13T10:30:00Z;2018;QU02NG3013_2018-11-13 10:30:00;11;13;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2018-12-06T10:15:00Z;2018;QU02NG3013_2018-12-06 10:15:00;12;6;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2019-01-14T00:00:00Z;2019;QU02NG3013_2019-01-14 00:00:00;1;14;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2019-02-11T00:00:00Z;2019;QU02NG3013_2019-02-11 00:00:00;2;11;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2019-03-11T00:00:00Z;2019;QU02NG3013_2019-03-11 00:00:00;3;11;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2019-04-08T00:00:00Z;2019;QU02NG3013_2019-04-08 00:00:00;4;8;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2019-05-13T00:00:00Z;2019;QU02NG3013_2019-05-13 00:00:00;5;13;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2019-06-17T00:00:00Z;2019;QU02NG3013_2019-06-17 00:00:00;6;17;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2019-07-15T00:00:00Z;2019;QU02NG3013_2019-07-15 00:00:00;7;15;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2019-08-19T00:00:00Z;2019;QU02NG3013_2019-08-19 00:00:00;8;19;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2019-09-23T00:00:00Z;2019;QU02NG3013_2019-09-23 00:00:00;9;23;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2019-10-21T00:00:00Z;2019;QU02NG3013_2019-10-21 00:00:00;10;21;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2019-11-19T00:00:00Z;2019;QU02NG3013_2019-11-19 00:00:00;11;19;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3013;2019-12-09T00:00:00Z;2019;QU02NG3013_2019-12-09 00:00:00;12;9;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2017-01-18T08:15:00Z;2017;QU02NG3020_2017-01-18 08:15:00;1;18;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2017-02-15T09:15:00Z;2017;QU02NG3020_2017-02-15 09:15:00;2;15;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2017-03-15T09:10:00Z;2017;QU02NG3020_2017-03-15 09:10:00;3;15;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2017-04-19T08:30:00Z;2017;QU02NG3020_2017-04-19 08:30:00;4;19;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2017-06-01T07:35:00Z;2017;QU02NG3020_2017-06-01 07:35:00;6;1;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2017-07-11T09:00:00Z;2017;QU02NG3020_2017-07-11 09:00:00;7;11;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2017-08-09T08:05:00Z;2017;QU02NG3020_2017-08-09 08:05:00;8;9;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2017-09-20T08:00:00Z;2017;QU02NG3020_2017-09-20 08:00:00;9;20;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2017-10-31T07:55:00Z;2017;QU02NG3020_2017-10-31 07:55:00;10;31;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2017-11-29T08:30:00Z;2017;QU02NG3020_2017-11-29 08:30:00;11;29;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2017-12-13T08:20:00Z;2017;QU02NG3020_2017-12-13 08:20:00;12;13;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2018-01-17T08:40:00Z;2018;QU02NG3020_2018-01-17 08:40:00;1;17;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2018-02-21T09:30:00Z;2018;QU02NG3020_2018-02-21 09:30:00;2;21;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2018-03-21T08:15:00Z;2018;QU02NG3020_2018-03-21 08:15:00;3;21;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2018-04-19T06:55:00Z;2018;QU02NG3020_2018-04-19 06:55:00;4;19;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2018-05-09T08:55:00Z;2018;QU02NG3020_2018-05-09 08:55:00;5;9;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2018-06-06T08:00:00Z;2018;QU02NG3020_2018-06-06 08:00:00;6;6;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2018-07-24T07:50:00Z;2018;QU02NG3020_2018-07-24 07:50:00;7;24;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2018-08-28T07:30:00Z;2018;QU02NG3020_2018-08-28 07:30:00;8;28;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2018-09-25T07:45:00Z;2018;QU02NG3020_2018-09-25 07:45:00;9;25;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2018-10-10T08:15:00Z;2018;QU02NG3020_2018-10-10 08:15:00;10;10;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2018-11-07T08:15:00Z;2018;QU02NG3020_2018-11-07 08:15:00;11;7;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2018-12-12T08:10:00Z;2018;QU02NG3020_2018-12-12 08:10:00;12;12;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2019-01-09T00:00:00Z;2019;QU02NG3020_2019-01-09 00:00:00;1;9;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2019-02-06T00:00:00Z;2019;QU02NG3020_2019-02-06 00:00:00;2;6;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2019-03-07T00:00:00Z;2019;QU02NG3020_2019-03-07 00:00:00;3;7;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2019-04-10T00:00:00Z;2019;QU02NG3020_2019-04-10 00:00:00;4;10;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2019-05-07T00:00:00Z;2019;QU02NG3020_2019-05-07 00:00:00;5;7;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2019-06-13T00:00:00Z;2019;QU02NG3020_2019-06-13 00:00:00;6;13;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2019-07-18T00:00:00Z;2019;QU02NG3020_2019-07-18 00:00:00;7;18;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2019-08-14T00:00:00Z;2019;QU02NG3020_2019-08-14 00:00:00;8;14;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2019-09-18T00:00:00Z;2019;QU02NG3020_2019-09-18 00:00:00;9;18;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2019-10-08T00:00:00Z;2019;QU02NG3020_2019-10-08 00:00:00;10;8;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2019-11-06T00:00:00Z;2019;QU02NG3020_2019-11-06 00:00:00;11;6;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02NG3020;2019-12-04T00:00:00Z;2019;QU02NG3020_2019-12-04 00:00:00;12;4;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2017-01-17T09:10:00Z;2017;QU02OB9004_2017-01-17 09:10:00;1;17;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2017-02-14T09:15:00Z;2017;QU02OB9004_2017-02-14 09:15:00;2;14;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2017-03-14T09:15:00Z;2017;QU02OB9004_2017-03-14 09:15:00;3;14;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2017-04-04T10:00:00Z;2017;QU02OB9004_2017-04-04 10:00:00;4;4;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2017-05-11T11:00:00Z;2017;QU02OB9004_2017-05-11 11:00:00;5;11;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2017-06-08T09:15:00Z;2017;QU02OB9004_2017-06-08 09:15:00;6;8;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2017-07-17T11:15:00Z;2017;QU02OB9004_2017-07-17 11:15:00;7;17;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2017-08-08T09:15:00Z;2017;QU02OB9004_2017-08-08 09:15:00;8;8;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2017-09-11T09:10:00Z;2017;QU02OB9004_2017-09-11 09:10:00;9;11;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2017-10-12T11:00:00Z;2017;QU02OB9004_2017-10-12 11:00:00;10;12;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2017-11-07T09:30:00Z;2017;QU02OB9004_2017-11-07 09:30:00;11;7;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2017-12-19T10:30:00Z;2017;QU02OB9004_2017-12-19 10:30:00;12;19;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2018-01-16T09:45:00Z;2018;QU02OB9004_2018-01-16 09:45:00;1;16;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2018-02-13T09:20:00Z;2018;QU02OB9004_2018-02-13 09:20:00;2;13;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2018-03-20T08:55:00Z;2018;QU02OB9004_2018-03-20 08:55:00;3;20;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2018-04-18T09:05:00Z;2018;QU02OB9004_2018-04-18 09:05:00;4;18;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2018-05-08T10:55:00Z;2018;QU02OB9004_2018-05-08 10:55:00;5;8;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2018-06-14T10:30:00Z;2018;QU02OB9004_2018-06-14 10:30:00;6;14;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2018-07-09T10:15:00Z;2018;QU02OB9004_2018-07-09 10:15:00;7;9;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2018-08-01T09:30:00Z;2018;QU02OB9004_2018-08-01 09:30:00;8;1;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2018-09-06T09:45:00Z;2018;QU02OB9004_2018-09-06 09:45:00;9;6;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2018-10-11T09:30:00Z;2018;QU02OB9004_2018-10-11 09:30:00;10;11;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2018-11-05T09:00:00Z;2018;QU02OB9004_2018-11-05 09:00:00;11;5;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2018-12-03T09:00:00Z;2018;QU02OB9004_2018-12-03 09:00:00;12;3;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2019-01-07T00:00:00Z;2019;QU02OB9004_2019-01-07 00:00:00;1;7;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2019-02-04T00:00:00Z;2019;QU02OB9004_2019-02-04 00:00:00;2;4;Winter;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2019-03-05T00:00:00Z;2019;QU02OB9004_2019-03-05 00:00:00;3;5;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2019-04-01T00:00:00Z;2019;QU02OB9004_2019-04-01 00:00:00;4;1;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2019-05-08T00:00:00Z;2019;QU02OB9004_2019-05-08 00:00:00;5;8;Spring;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2019-06-03T00:00:00Z;2019;QU02OB9004_2019-06-03 00:00:00;6;3;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2019-07-03T00:00:00Z;2019;QU02OB9004_2019-07-03 00:00:00;7;3;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2019-08-05T00:00:00Z;2019;QU02OB9004_2019-08-05 00:00:00;8;5;Summer;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
QU02OB9004;2019-09-11T00:00:00Z;2019;QU02OB9004_2019-09-11 00:00:00;9;11;Fall;QC-Fed;QC;GRANDS LACS - FLEUVE SAINT-LAURENT
